question_id,difficulty,category,method,iteration,is_correct,error,latency_ms,prompt_chars,generated_sql,gold_sql,question
CR20,moderate,regional_risk,text_to_sql,2,True,,1553,2466,"SELECT district.A2, SUM(loan.amount) AS total_loan_amount
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE loan.status IN ('C', 'D')
   GROUP BY district.A2
   ORDER BY total_loan_amount DESC
   LIMIT 5","SELECT district.A2 AS district_name, SUM(loan.amount) AS total_outstanding FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status IN ('C','D') GROUP BY district.A2 ORDER BY total_outstanding DESC LIMIT 5",List the top 5 districts by total loan amount outstanding for running contracts.
CR20,moderate,regional_risk,semantic_layer,2,True,,1772,7688,"SELECT district.A2, SUM(loan.amount) as total_loan_amount
FROM loan
JOIN account ON loan.account_id = account.account_id
JOIN district ON account.district_id = district.district_id
WHERE loan.status IN ('C', 'D')
GROUP BY district.A2
ORDER BY total_loan_amount DESC
LIMIT 5","SELECT district.A2 AS district_name, SUM(loan.amount) AS total_outstanding FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status IN ('C','D') GROUP BY district.A2 ORDER BY total_outstanding DESC LIMIT 5",List the top 5 districts by total loan amount outstanding for running contracts.
CR20,moderate,regional_risk,text_to_sql,3,True,,1520,2466,"SELECT district.A2, SUM(loan.amount) AS total_loan_amount
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE loan.status IN ('C', 'D')
   GROUP BY district.A2
   ORDER BY total_loan_amount DESC
   LIMIT 5","SELECT district.A2 AS district_name, SUM(loan.amount) AS total_outstanding FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status IN ('C','D') GROUP BY district.A2 ORDER BY total_outstanding DESC LIMIT 5",List the top 5 districts by total loan amount outstanding for running contracts.
CR20,moderate,regional_risk,semantic_layer,3,True,,3458,7688,"SELECT district.A2, SUM(loan.amount) AS total_loan_amount
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE loan.status IN ('C', 'D')
   GROUP BY district.A2
   ORDER BY total_loan_amount DESC
   LIMIT 5","SELECT district.A2 AS district_name, SUM(loan.amount) AS total_outstanding FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status IN ('C','D') GROUP BY district.A2 ORDER BY total_outstanding DESC LIMIT 5",List the top 5 districts by total loan amount outstanding for running contracts.
CR20,moderate,regional_risk,text_to_sql,4,True,,1498,2466,"SELECT district.A2, SUM(loan.amount) AS total_loan_outstanding
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE loan.status IN ('C', 'D')
   GROUP BY district.A2
   ORDER BY total_loan_outstanding DESC
   LIMIT 5","SELECT district.A2 AS district_name, SUM(loan.amount) AS total_outstanding FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status IN ('C','D') GROUP BY district.A2 ORDER BY total_outstanding DESC LIMIT 5",List the top 5 districts by total loan amount outstanding for running contracts.
CR20,moderate,regional_risk,semantic_layer,4,True,,1985,7688,"SELECT district.A2, SUM(loan.amount) AS total_loan_amount
FROM loan
JOIN account ON loan.account_id = account.account_id
JOIN district ON account.district_id = district.district_id
WHERE loan.status IN ('C', 'D')
GROUP BY district.A2
ORDER BY total_loan_amount DESC
LIMIT 5","SELECT district.A2 AS district_name, SUM(loan.amount) AS total_outstanding FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status IN ('C','D') GROUP BY district.A2 ORDER BY total_outstanding DESC LIMIT 5",List the top 5 districts by total loan amount outstanding for running contracts.
CR21,challenging,default_risk,text_to_sql,0,False,,2218,2539,"SELECT district.A2, COUNT(loan.loan_id) AS total_loans, 
       SUM(CASE WHEN loan.status IN ('B', 'D') THEN 1 ELSE 0 END) AS default_count,
       CAST(SUM(CASE WHEN loan.status IN ('B', 'D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) AS default_rate
FROM loan
JOIN account ON loan.account_id = account.account_id
JOIN district ON account.district_id = district.district_id
GROUP BY district.district_id
ORDER BY default_rate DESC, district.A2;","SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC","For each district, calculate the default rate and rank districts from highest to lowest risk. Include district name, total loans, default count, and default rate."
CR21,challenging,default_risk,semantic_layer,0,True,,2896,7761,"SELECT district.A2 AS district_name,
       COUNT(loan.loan_id) AS total_loans,
       COUNT(CASE WHEN loan.status IN ('B','D') THEN 1 END) AS default_count,
       (CAST(COUNT(CASE WHEN loan.status IN ('B','D') THEN 1 END) AS REAL) / COUNT(loan.loan_id) * 100) AS default_rate
FROM district
JOIN account ON district.district_id = account.district_id
JOIN loan ON account.account_id = loan.account_id
GROUP BY district.district_id
ORDER BY default_rate DESC;","SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC","For each district, calculate the default rate and rank districts from highest to lowest risk. Include district name, total loans, default count, and default rate."
CR21,challenging,default_risk,text_to_sql,1,False,,9350,2539,"SELECT district.A2, 
       COUNT(loan.loan_id) AS total_loans, 
       SUM(CASE WHEN loan.status IN ('B', 'D') THEN 1 ELSE 0 END) AS default_count, 
       CAST(SUM(CASE WHEN loan.status IN ('B', 'D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) AS default_rate
FROM district
JOIN account ON district.district_id = account.district_id
JOIN loan ON account.account_id = loan.account_id
GROUP BY district.A2
ORDER BY default_rate DESC;","SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC","For each district, calculate the default rate and rank districts from highest to lowest risk. Include district name, total loans, default count, and default rate."
CR21,challenging,default_risk,semantic_layer,1,True,,2895,7761,"SELECT district.A2, 
       COUNT(loan.loan_id) AS total_loans, 
       COUNT(CASE WHEN loan.status IN ('B','D') THEN 1 END) AS default_count, 
       CAST(COUNT(CASE WHEN loan.status IN ('B','D') THEN 1 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate
FROM loan
JOIN account ON loan.account_id = account.account_id
JOIN district ON account.district_id = district.district_id
GROUP BY district.A2
ORDER BY default_rate DESC;","SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC","For each district, calculate the default rate and rank districts from highest to lowest risk. Include district name, total loans, default count, and default rate."
CR21,challenging,default_risk,text_to_sql,2,False,,3237,2539,"SELECT district.A2, COUNT(loan.loan_id) AS total_loans, 
       SUM(CASE WHEN loan.status IN ('B', 'D') THEN 1 ELSE 0 END) AS default_count, 
       SUM(CASE WHEN loan.status IN ('B', 'D') THEN 1 ELSE 0 END) * 1.0 / COUNT(loan.loan_id) AS default_rate
FROM loan
JOIN account ON loan.account_id = account.account_id
JOIN district ON account.district_id = district.district_id
GROUP BY district.district_id
ORDER BY default_rate DESC","SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC","For each district, calculate the default rate and rank districts from highest to lowest risk. Include district name, total loans, default count, and default rate."
CR21,challenging,default_risk,semantic_layer,2,True,,3945,7761,"SELECT district.A2, 
       COUNT(loan.loan_id) AS total_loans, 
       COUNT(CASE WHEN loan.status IN ('B', 'D') THEN 1 END) AS default_count, 
       CAST(COUNT(CASE WHEN loan.status IN ('B', 'D') THEN 1 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate
FROM loan
JOIN account ON loan.account_id = account.account_id
JOIN district ON account.district_id = district.district_id
GROUP BY district.A2
ORDER BY default_rate DESC;","SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC","For each district, calculate the default rate and rank districts from highest to lowest risk. Include district name, total loans, default count, and default rate."
CR21,challenging,default_risk,text_to_sql,3,False,,2752,2539,"SELECT district.A2, COUNT(loan.loan_id) AS total_loans, 
       SUM(CASE WHEN loan.status IN ('B', 'D') THEN 1 ELSE 0 END) AS default_count, 
       (SUM(CASE WHEN loan.status IN ('B', 'D') THEN 1 ELSE 0 END) * 1.0 / COUNT(loan.loan_id)) AS default_rate
FROM loan
JOIN account ON loan.account_id = account.account_id
JOIN district ON account.district_id = district.district_id
GROUP BY district.A2
ORDER BY default_rate DESC;","SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC","For each district, calculate the default rate and rank districts from highest to lowest risk. Include district name, total loans, default count, and default rate."
CR21,challenging,default_risk,semantic_layer,3,True,,2916,7761,"SELECT district.A2, 
       COUNT(loan.loan_id) AS total_loans, 
       COUNT(CASE WHEN loan.status IN ('B','D') THEN 1 END) AS default_count, 
       CAST(COUNT(CASE WHEN loan.status IN ('B','D') THEN 1 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate
FROM loan
JOIN account ON loan.account_id = account.account_id
JOIN district ON account.district_id = district.district_id
GROUP BY district.A2
ORDER BY default_rate DESC;","SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC","For each district, calculate the default rate and rank districts from highest to lowest risk. Include district name, total loans, default count, and default rate."
CR21,challenging,default_risk,text_to_sql,4,False,,2188,2539,"SELECT district.A2, 
       COUNT(loan.loan_id) AS total_loans, 
       SUM(CASE WHEN loan.status IN ('B', 'D') THEN 1 ELSE 0 END) AS default_count, 
       CAST(SUM(CASE WHEN loan.status IN ('B', 'D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) AS default_rate
FROM loan
JOIN account ON loan.account_id = account.account_id
JOIN district ON account.district_id = district.district_id
GROUP BY district.A2
ORDER BY default_rate DESC;","SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC","For each district, calculate the default rate and rank districts from highest to lowest risk. Include district name, total loans, default count, and default rate."
CR21,challenging,default_risk,semantic_layer,4,True,,3118,7761,"SELECT district.A2, 
       COUNT(loan.loan_id) AS total_loans, 
       COUNT(CASE WHEN loan.status IN ('B', 'D') THEN 1 END) AS default_count, 
       CAST(COUNT(CASE WHEN loan.status IN ('B', 'D') THEN 1 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate
FROM loan
JOIN account ON loan.account_id = account.account_id
JOIN district ON account.district_id = district.district_id
GROUP BY district.A2
ORDER BY default_rate DESC;","SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC","For each district, calculate the default rate and rank districts from highest to lowest risk. Include district name, total loans, default count, and default rate."
CR22,challenging,default_risk,text_to_sql,0,False,,1567,2528,"SELECT loan.account_id
   FROM loan
   JOIN trans ON loan.account_id = trans.account_id
   WHERE trans.date < loan.date
   AND trans.date >= DATE(loan.date, '-12 months')
GROUP BY loan.account_id, loan.amount
HAVING loan.amount > (SUM(trans.amount) / 12) * 5;","SELECT loan.loan_id, loan.account_id, loan.amount, pre_loan.avg_monthly
FROM loan
JOIN (
    SELECT t.account_id, AVG(monthly_total) AS avg_monthly
    FROM (
        SELECT account_id, STRFTIME('%Y-%m', date) AS month, SUM(amount) AS monthly_total
        FROM trans
        GROUP BY account_id, month
    ) AS t
    JOIN loan AS l ON t.account_id = l.account_id
    WHERE t.month < STRFTIME('%Y-%m', l.date)
      AND t.month >= STRFTIME('%Y-%m', DATE(l.date, '-12 months'))
    GROUP BY t.account_id
) AS pre_loan ON loan.account_id = pre_loan.account_id
WHERE loan.amount > pre_loan.avg_monthly * 5",Identify accounts where the loan amount exceeds 5 times the average monthly transaction amount in the 12 months prior to loan approval.
CR22,challenging,default_risk,semantic_layer,0,False,"Generated SQL error: Execution failed on sql 'SELECT account.account_id
FROM account
JOIN loan ON account.account_id = loan.account_id
JOIN trans ON account.account_id = trans.account_id
WHERE trans.trans_date < loan.date
  AND trans.trans_date >= DATE(loan.date, '-12 months')
GROUP BY account.account_id, loan.amount
HAVING loan.amount > (AVG(trans.amount) * 5)': no such column: trans.trans_date",1843,7750,"SELECT account.account_id
FROM account
JOIN loan ON account.account_id = loan.account_id
JOIN trans ON account.account_id = trans.account_id
WHERE trans.trans_date < loan.date
  AND trans.trans_date >= DATE(loan.date, '-12 months')
GROUP BY account.account_id, loan.amount
HAVING loan.amount > (AVG(trans.amount) * 5)","SELECT loan.loan_id, loan.account_id, loan.amount, pre_loan.avg_monthly
FROM loan
JOIN (
    SELECT t.account_id, AVG(monthly_total) AS avg_monthly
    FROM (
        SELECT account_id, STRFTIME('%Y-%m', date) AS month, SUM(amount) AS monthly_total
        FROM trans
        GROUP BY account_id, month
    ) AS t
    JOIN loan AS l ON t.account_id = l.account_id
    WHERE t.month < STRFTIME('%Y-%m', l.date)
      AND t.month >= STRFTIME('%Y-%m', DATE(l.date, '-12 months'))
    GROUP BY t.account_id
) AS pre_loan ON loan.account_id = pre_loan.account_id
WHERE loan.amount > pre_loan.avg_monthly * 5",Identify accounts where the loan amount exceeds 5 times the average monthly transaction amount in the 12 months prior to loan approval.
CR22,challenging,default_risk,text_to_sql,1,False,,1306,2528,"SELECT loan.account_id
   FROM loan
   JOIN trans ON loan.account_id = trans.account_id
   WHERE trans.date < loan.date
   AND trans.date >= DATE(loan.date, '-12 months')
GROUP BY loan.account_id, loan.amount
HAVING loan.amount > (AVG(trans.amount) * 5)","SELECT loan.loan_id, loan.account_id, loan.amount, pre_loan.avg_monthly
FROM loan
JOIN (
    SELECT t.account_id, AVG(monthly_total) AS avg_monthly
    FROM (
        SELECT account_id, STRFTIME('%Y-%m', date) AS month, SUM(amount) AS monthly_total
        FROM trans
        GROUP BY account_id, month
    ) AS t
    JOIN loan AS l ON t.account_id = l.account_id
    WHERE t.month < STRFTIME('%Y-%m', l.date)
      AND t.month >= STRFTIME('%Y-%m', DATE(l.date, '-12 months'))
    GROUP BY t.account_id
) AS pre_loan ON loan.account_id = pre_loan.account_id
WHERE loan.amount > pre_loan.avg_monthly * 5",Identify accounts where the loan amount exceeds 5 times the average monthly transaction amount in the 12 months prior to loan approval.
CR22,challenging,default_risk,semantic_layer,1,False,"Generated SQL error: Execution failed on sql 'SELECT account.account_id
FROM account
JOIN loan ON account.account_id = loan.account_id
JOIN trans ON account.account_id = trans.account_id
WHERE trans.trans_date < loan.date
  AND trans.trans_date >= DATE(loan.date, '-12 months')
GROUP BY account.account_id, loan.amount
HAVING loan.amount > (AVG(trans.amount) * 5)': no such column: trans.trans_date",2864,7750,"SELECT account.account_id
FROM account
JOIN loan ON account.account_id = loan.account_id
JOIN trans ON account.account_id = trans.account_id
WHERE trans.trans_date < loan.date
  AND trans.trans_date >= DATE(loan.date, '-12 months')
GROUP BY account.account_id, loan.amount
HAVING loan.amount > (AVG(trans.amount) * 5)","SELECT loan.loan_id, loan.account_id, loan.amount, pre_loan.avg_monthly
FROM loan
JOIN (
    SELECT t.account_id, AVG(monthly_total) AS avg_monthly
    FROM (
        SELECT account_id, STRFTIME('%Y-%m', date) AS month, SUM(amount) AS monthly_total
        FROM trans
        GROUP BY account_id, month
    ) AS t
    JOIN loan AS l ON t.account_id = l.account_id
    WHERE t.month < STRFTIME('%Y-%m', l.date)
      AND t.month >= STRFTIME('%Y-%m', DATE(l.date, '-12 months'))
    GROUP BY t.account_id
) AS pre_loan ON loan.account_id = pre_loan.account_id
WHERE loan.amount > pre_loan.avg_monthly * 5",Identify accounts where the loan amount exceeds 5 times the average monthly transaction amount in the 12 months prior to loan approval.
CR22,challenging,default_risk,text_to_sql,2,False,,1574,2528,"SELECT loan.account_id
   FROM loan
   JOIN trans ON loan.account_id = trans.account_id
   WHERE trans.date < loan.date
   GROUP BY loan.account_id, loan.amount
   HAVING loan.amount > 5 * AVG(trans.amount)
   AND COUNT(DISTINCT strftime('%Y-%m', trans.date)) = 12","SELECT loan.loan_id, loan.account_id, loan.amount, pre_loan.avg_monthly
FROM loan
JOIN (
    SELECT t.account_id, AVG(monthly_total) AS avg_monthly
    FROM (
        SELECT account_id, STRFTIME('%Y-%m', date) AS month, SUM(amount) AS monthly_total
        FROM trans
        GROUP BY account_id, month
    ) AS t
    JOIN loan AS l ON t.account_id = l.account_id
    WHERE t.month < STRFTIME('%Y-%m', l.date)
      AND t.month >= STRFTIME('%Y-%m', DATE(l.date, '-12 months'))
    GROUP BY t.account_id
) AS pre_loan ON loan.account_id = pre_loan.account_id
WHERE loan.amount > pre_loan.avg_monthly * 5",Identify accounts where the loan amount exceeds 5 times the average monthly transaction amount in the 12 months prior to loan approval.
CR22,challenging,default_risk,semantic_layer,2,False,"Generated SQL error: Execution failed on sql 'SELECT account.account_id
FROM account
JOIN loan ON account.account_id = loan.account_id
JOIN trans ON account.account_id = trans.account_id
WHERE loan.amount > (
    SELECT AVG(AVG(trans.amount))
    FROM trans
    WHERE trans.account_id = account.account_id
    AND trans.trans_date < loan.date
    AND trans.trans_date >= DATE(loan.date, '-12 months')
    GROUP BY strftime('%Y-%m', trans.trans_date)
) * 5': misuse of aggregate function AVG()",3953,7750,"SELECT account.account_id
FROM account
JOIN loan ON account.account_id = loan.account_id
JOIN trans ON account.account_id = trans.account_id
WHERE loan.amount > (
    SELECT AVG(AVG(trans.amount))
    FROM trans
    WHERE trans.account_id = account.account_id
    AND trans.trans_date < loan.date
    AND trans.trans_date >= DATE(loan.date, '-12 months')
    GROUP BY strftime('%Y-%m', trans.trans_date)
) * 5","SELECT loan.loan_id, loan.account_id, loan.amount, pre_loan.avg_monthly
FROM loan
JOIN (
    SELECT t.account_id, AVG(monthly_total) AS avg_monthly
    FROM (
        SELECT account_id, STRFTIME('%Y-%m', date) AS month, SUM(amount) AS monthly_total
        FROM trans
        GROUP BY account_id, month
    ) AS t
    JOIN loan AS l ON t.account_id = l.account_id
    WHERE t.month < STRFTIME('%Y-%m', l.date)
      AND t.month >= STRFTIME('%Y-%m', DATE(l.date, '-12 months'))
    GROUP BY t.account_id
) AS pre_loan ON loan.account_id = pre_loan.account_id
WHERE loan.amount > pre_loan.avg_monthly * 5",Identify accounts where the loan amount exceeds 5 times the average monthly transaction amount in the 12 months prior to loan approval.
CR22,challenging,default_risk,text_to_sql,3,False,SQL eval timeout after 10s,2022,2528,"SELECT loan.account_id
   FROM loan
   JOIN trans ON loan.account_id = trans.account_id
   WHERE loan.amount > 5 * (
       SELECT AVG(monthly_average.amount)
       FROM (
           SELECT AVG(trans.amount) AS amount
           FROM trans
           WHERE trans.date < loan.date AND trans.date >= DATE(loan.date, '-12 months')
           GROUP BY strftime('%Y-%m', trans.date)
       ) AS monthly_average
   )","SELECT loan.loan_id, loan.account_id, loan.amount, pre_loan.avg_monthly
FROM loan
JOIN (
    SELECT t.account_id, AVG(monthly_total) AS avg_monthly
    FROM (
        SELECT account_id, STRFTIME('%Y-%m', date) AS month, SUM(amount) AS monthly_total
        FROM trans
        GROUP BY account_id, month
    ) AS t
    JOIN loan AS l ON t.account_id = l.account_id
    WHERE t.month < STRFTIME('%Y-%m', l.date)
      AND t.month >= STRFTIME('%Y-%m', DATE(l.date, '-12 months'))
    GROUP BY t.account_id
) AS pre_loan ON loan.account_id = pre_loan.account_id
WHERE loan.amount > pre_loan.avg_monthly * 5",Identify accounts where the loan amount exceeds 5 times the average monthly transaction amount in the 12 months prior to loan approval.
CR22,challenging,default_risk,semantic_layer,3,False,"Generated SQL error: Execution failed on sql 'SELECT account.account_id
FROM account
JOIN loan ON account.account_id = loan.account_id
JOIN trans ON account.account_id = trans.account_id
WHERE loan.amount > 5 * (SELECT AVG(total_amount)
                           FROM (SELECT SUM(trans.amount) AS total_amount
                                 FROM trans
                                 WHERE trans.account_id = account.account_id
                                 AND trans.trans_date < loan.date
                                 AND trans.trans_date >= DATE(loan.date, '-12 months')
                                 GROUP BY STRFTIME('%Y-%m', trans.trans_date))
                          )
GROUP BY account.account_id;': no such column: trans.trans_date",3210,7750,"SELECT account.account_id
FROM account
JOIN loan ON account.account_id = loan.account_id
JOIN trans ON account.account_id = trans.account_id
WHERE loan.amount > 5 * (SELECT AVG(total_amount)
                           FROM (SELECT SUM(trans.amount) AS total_amount
                                 FROM trans
                                 WHERE trans.account_id = account.account_id
                                 AND trans.trans_date < loan.date
                                 AND trans.trans_date >= DATE(loan.date, '-12 months')
                                 GROUP BY STRFTIME('%Y-%m', trans.trans_date))
                          )
GROUP BY account.account_id;","SELECT loan.loan_id, loan.account_id, loan.amount, pre_loan.avg_monthly
FROM loan
JOIN (
    SELECT t.account_id, AVG(monthly_total) AS avg_monthly
    FROM (
        SELECT account_id, STRFTIME('%Y-%m', date) AS month, SUM(amount) AS monthly_total
        FROM trans
        GROUP BY account_id, month
    ) AS t
    JOIN loan AS l ON t.account_id = l.account_id
    WHERE t.month < STRFTIME('%Y-%m', l.date)
      AND t.month >= STRFTIME('%Y-%m', DATE(l.date, '-12 months'))
    GROUP BY t.account_id
) AS pre_loan ON loan.account_id = pre_loan.account_id
WHERE loan.amount > pre_loan.avg_monthly * 5",Identify accounts where the loan amount exceeds 5 times the average monthly transaction amount in the 12 months prior to loan approval.
CR22,challenging,default_risk,text_to_sql,4,False,,1748,2528,"SELECT loan.account_id
   FROM loan
   JOIN trans ON loan.account_id = trans.account_id
   WHERE trans.date < loan.date
   AND trans.date >= date('now', '-12 months')
   GROUP BY loan.account_id, loan.amount
   HAVING loan.amount > (SUM(trans.amount) / 12) * 5;","SELECT loan.loan_id, loan.account_id, loan.amount, pre_loan.avg_monthly
FROM loan
JOIN (
    SELECT t.account_id, AVG(monthly_total) AS avg_monthly
    FROM (
        SELECT account_id, STRFTIME('%Y-%m', date) AS month, SUM(amount) AS monthly_total
        FROM trans
        GROUP BY account_id, month
    ) AS t
    JOIN loan AS l ON t.account_id = l.account_id
    WHERE t.month < STRFTIME('%Y-%m', l.date)
      AND t.month >= STRFTIME('%Y-%m', DATE(l.date, '-12 months'))
    GROUP BY t.account_id
) AS pre_loan ON loan.account_id = pre_loan.account_id
WHERE loan.amount > pre_loan.avg_monthly * 5",Identify accounts where the loan amount exceeds 5 times the average monthly transaction amount in the 12 months prior to loan approval.
CR22,challenging,default_risk,semantic_layer,4,False,"Generated SQL error: Execution failed on sql 'SELECT account.account_id
FROM account
JOIN loan ON account.account_id = loan.account_id
JOIN trans ON account.account_id = trans.account_id
WHERE trans.trans_date < loan.date
  AND trans.trans_date >= DATE(loan.date, '-12 months')
GROUP BY account.account_id, loan.amount
HAVING loan.amount > (AVG(trans.amount) * 5)': no such column: trans.trans_date",2647,7750,"SELECT account.account_id
FROM account
JOIN loan ON account.account_id = loan.account_id
JOIN trans ON account.account_id = trans.account_id
WHERE trans.trans_date < loan.date
  AND trans.trans_date >= DATE(loan.date, '-12 months')
GROUP BY account.account_id, loan.amount
HAVING loan.amount > (AVG(trans.amount) * 5)","SELECT loan.loan_id, loan.account_id, loan.amount, pre_loan.avg_monthly
FROM loan
JOIN (
    SELECT t.account_id, AVG(monthly_total) AS avg_monthly
    FROM (
        SELECT account_id, STRFTIME('%Y-%m', date) AS month, SUM(amount) AS monthly_total
        FROM trans
        GROUP BY account_id, month
    ) AS t
    JOIN loan AS l ON t.account_id = l.account_id
    WHERE t.month < STRFTIME('%Y-%m', l.date)
      AND t.month >= STRFTIME('%Y-%m', DATE(l.date, '-12 months'))
    GROUP BY t.account_id
) AS pre_loan ON loan.account_id = pre_loan.account_id
WHERE loan.amount > pre_loan.avg_monthly * 5",Identify accounts where the loan amount exceeds 5 times the average monthly transaction amount in the 12 months prior to loan approval.
