question_id,difficulty,category,iteration,is_correct,compile_error,execution_error,concept_sql,compiled_sql,gold_sql,question,latency_ms,prompt_chars,substitutions
CR20,moderate,regional_risk,4,True,,,"SELECT district.district_name, SUM(loan.total_amount) AS total_loan_amount
   FROM loan
   JOIN account ON loan.account_link
   JOIN district ON account.district_link
   WHERE loan.status IN ('C', 'D')
   GROUP BY district.district_name
   ORDER BY total_loan_amount DESC
   LIMIT 5","SELECT district.A2, SUM(loan.amount) AS total_loan_amount
   FROM loan
   JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status IN ('C', 'D')
   GROUP BY district.A2
   ORDER BY total_loan_amount DESC
   LIMIT 5","SELECT district.A2 AS district_name, SUM(loan.amount) AS total_outstanding FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status IN ('C','D') GROUP BY district.A2 ORDER BY total_outstanding DESC LIMIT 5",List the top 5 districts by total loan amount outstanding for running contracts.,2425,14675,"JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link account.district -> ON account.district_id = district.district_id | MEASURE loan.total_amount -> SUM(loan.amount) | DIM district.district_name -> district.A2 | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column) | COLLAPSED redundant double-aggregation: 'SELECT district.A2, SUM(SUM(loan.amount)) AS total_loan_amount
   FROM loan
   JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status IN ('C', 'D')
   GROUP BY district.A2
   ORDER BY total_loan_amount DESC
   LIMIT 5' -> 'SELECT district.A2, SUM(loan.amount) AS total_loan_amount
   FROM loan
   JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status IN ('C', 'D')
   GROUP BY district.A2
   ORDER BY total_loan_amount DESC
   LIMIT 5'"
CR21,challenging,default_risk,0,False,"Invalid SQL: the join hint 'district.district_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT district.district_name, 
       COUNT(loan.loan_id) AS total_loans, 
       loan.default_count, 
       loan.default_rate 
FROM district 
JOIN account ON district.district_link 
JOIN loan ON loan.account_link 
GROUP BY district.district_name 
ORDER BY loan.default_rate DESC",,"SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC","For each district, calculate the default rate and rank districts from highest to lowest risk. Include district name, total loans, default count, and default rate.",1448,14748,JOIN link UNRESOLVED for 'account': link token 'district.district_link' does not reference 'account' on either side -- left unchanged | JOIN link loan.account -> ON loan.account_id = account.account_id
CR21,challenging,default_risk,1,True,,,"SELECT
    district.district_name,
    COUNT(loan.loan_id) AS total_loans,
    loan.default_count,
    loan.default_rate
FROM loan
JOIN account ON loan.account_link
JOIN district ON account.district_link
GROUP BY district.district_name
ORDER BY loan.default_rate DESC","SELECT
    district.A2,
    COUNT(loan.loan_id) AS total_loans,
    COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END),
    CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
FROM loan
JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2
ORDER BY CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 DESC","SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC","For each district, calculate the default rate and rank districts from highest to lowest risk. Include district name, total loans, default count, and default rate.",1551,14748,"JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link account.district -> ON account.district_id = district.district_id | MEASURE loan.default_count -> COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END) | MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | DIM district.district_name -> district.A2 | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_id -> loan.loan_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR21,challenging,default_risk,2,False,"Invalid SQL: the join hint 'district.district_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT district.district_name,
       COUNT(loan.loan_id) AS total_loans,
       loan.default_count,
       loan.default_rate
   FROM district
   JOIN account ON district.district_link
   JOIN loan ON account.account_link
   GROUP BY district.district_name
   ORDER BY loan.default_rate DESC",,"SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC","For each district, calculate the default rate and rank districts from highest to lowest risk. Include district name, total loans, default count, and default rate.",1496,14748,JOIN link UNRESOLVED for 'account': link token 'district.district_link' does not reference 'account' on either side -- left unchanged | JOIN link UNRESOLVED for 'loan': link token 'account.account_link' does not reference 'loan' on either side -- left unchanged
CR21,challenging,default_risk,3,False,"Invalid SQL: the join hint 'district.district_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT 
    district.district_name,
    COUNT(loan.loan_id) AS total_loans,
    loan.default_count,
    loan.default_rate
FROM 
    district
JOIN 
    loan ON district.district_link
GROUP BY 
    district.district_name
ORDER BY 
    loan.default_rate DESC",,"SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC","For each district, calculate the default rate and rank districts from highest to lowest risk. Include district name, total loans, default count, and default rate.",1506,14748,JOIN link UNRESOLVED for 'loan': link token 'district.district_link' does not reference 'loan' on either side -- left unchanged
CR21,challenging,default_risk,4,False,"Invalid SQL: the join hint 'district.district_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT district.district_name,
       COUNT(loan.loan_id) AS total_loans,
       loan.default_count,
       loan.default_rate
FROM district
JOIN account ON district.district_link
JOIN loan ON loan.account_link
GROUP BY district.district_name
ORDER BY loan.default_rate DESC",,"SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC","For each district, calculate the default rate and rank districts from highest to lowest risk. Include district name, total loans, default count, and default rate.",1538,14748,JOIN link UNRESOLVED for 'account': link token 'district.district_link' does not reference 'account' on either side -- left unchanged | JOIN link loan.account -> ON loan.account_id = account.account_id
CR22,challenging,default_risk,0,False,,"Generated SQL error: Execution failed on sql 'SELECT account.account_id
   FROM account
   JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id WHERE trans.date < loan.date
     AND trans.date >= DATE(loan.date, '-12 months')
   GROUP BY account.account_id, SUM(loan.amount)
   HAVING SUM(loan.amount) > (AVG(SUM(trans.amount)) * 5)': misuse of aggregate function SUM()","SELECT account.account_id
   FROM account
   JOIN loan ON loan.account_link
   JOIN trans ON trans.account_link
   WHERE trans.trans_date < loan.loan_date
     AND trans.trans_date >= DATE(loan.loan_date, '-12 months')
   GROUP BY account.account_id, loan.total_amount
   HAVING loan.total_amount > (AVG(trans.total_amount) * 5)","SELECT account.account_id
   FROM account
   JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id WHERE trans.date < loan.date
     AND trans.date >= DATE(loan.date, '-12 months')
   GROUP BY account.account_id, SUM(loan.amount)
   HAVING SUM(loan.amount) > (AVG(SUM(trans.amount)) * 5)","SELECT loan.loan_id, loan.account_id, loan.amount, pre_loan.avg_monthly
FROM loan
JOIN (
    SELECT t.account_id, AVG(monthly_total) AS avg_monthly
    FROM (
        SELECT account_id, STRFTIME('%Y-%m', date) AS month, SUM(amount) AS monthly_total
        FROM trans
        GROUP BY account_id, month
    ) AS t
    JOIN loan AS l ON t.account_id = l.account_id
    WHERE t.month < STRFTIME('%Y-%m', l.date)
      AND t.month >= STRFTIME('%Y-%m', DATE(l.date, '-12 months'))
    GROUP BY t.account_id
) AS pre_loan ON loan.account_id = pre_loan.account_id
WHERE loan.amount > pre_loan.avg_monthly * 5",Identify accounts where the loan amount exceeds 5 times the average monthly transaction amount in the 12 months prior to loan approval.,2027,14768,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link trans.account -> ON trans.account_id = account.account_id | MEASURE trans.total_amount -> SUM(trans.amount) | MEASURE loan.total_amount -> SUM(loan.amount) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM trans.trans_date -> trans.date | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date
CR22,challenging,default_risk,1,False,,"Generated SQL error: Execution failed on sql 'SELECT account.account_id
   FROM account
   JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id WHERE trans.date < loan.date
   AND trans.date >= DATE(loan.date, '-12 months')
   GROUP BY account.account_id, SUM(loan.amount)
   HAVING SUM(loan.amount) > (AVG(SUM(trans.amount)) * 5)': misuse of aggregate function SUM()","SELECT account.account_id
   FROM account
   JOIN loan ON loan.account_link
   JOIN trans ON trans.account_link
   WHERE trans.trans_date < loan.loan_date
   AND trans.trans_date >= DATE(loan.loan_date, '-12 months')
   GROUP BY account.account_id, loan.total_amount
   HAVING loan.total_amount > (AVG(trans.total_amount) * 5)","SELECT account.account_id
   FROM account
   JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id WHERE trans.date < loan.date
   AND trans.date >= DATE(loan.date, '-12 months')
   GROUP BY account.account_id, SUM(loan.amount)
   HAVING SUM(loan.amount) > (AVG(SUM(trans.amount)) * 5)","SELECT loan.loan_id, loan.account_id, loan.amount, pre_loan.avg_monthly
FROM loan
JOIN (
    SELECT t.account_id, AVG(monthly_total) AS avg_monthly
    FROM (
        SELECT account_id, STRFTIME('%Y-%m', date) AS month, SUM(amount) AS monthly_total
        FROM trans
        GROUP BY account_id, month
    ) AS t
    JOIN loan AS l ON t.account_id = l.account_id
    WHERE t.month < STRFTIME('%Y-%m', l.date)
      AND t.month >= STRFTIME('%Y-%m', DATE(l.date, '-12 months'))
    GROUP BY t.account_id
) AS pre_loan ON loan.account_id = pre_loan.account_id
WHERE loan.amount > pre_loan.avg_monthly * 5",Identify accounts where the loan amount exceeds 5 times the average monthly transaction amount in the 12 months prior to loan approval.,2167,14768,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link trans.account -> ON trans.account_id = account.account_id | MEASURE trans.total_amount -> SUM(trans.amount) | MEASURE loan.total_amount -> SUM(loan.amount) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM trans.trans_date -> trans.date | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date
CR22,challenging,default_risk,2,False,,"Generated SQL error: Execution failed on sql 'SELECT account.account_id
   FROM account
   JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id WHERE trans.date < loan.date
   AND trans.date >= DATE(loan.date, '-12 months')
   GROUP BY account.account_id, loan.loan_id
   HAVING SUM(loan.amount) > (AVG(SUM(trans.amount)) * 5)': misuse of aggregate function SUM()","SELECT account.account_id
   FROM account
   JOIN loan ON loan.account_link
   JOIN trans ON trans.account_link
   WHERE trans.trans_date < loan.loan_date
   AND trans.trans_date >= DATE(loan.loan_date, '-12 months')
   GROUP BY account.account_id, loan.loan_id
   HAVING loan.total_amount > (AVG(trans.total_amount) * 5)","SELECT account.account_id
   FROM account
   JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id WHERE trans.date < loan.date
   AND trans.date >= DATE(loan.date, '-12 months')
   GROUP BY account.account_id, loan.loan_id
   HAVING SUM(loan.amount) > (AVG(SUM(trans.amount)) * 5)","SELECT loan.loan_id, loan.account_id, loan.amount, pre_loan.avg_monthly
FROM loan
JOIN (
    SELECT t.account_id, AVG(monthly_total) AS avg_monthly
    FROM (
        SELECT account_id, STRFTIME('%Y-%m', date) AS month, SUM(amount) AS monthly_total
        FROM trans
        GROUP BY account_id, month
    ) AS t
    JOIN loan AS l ON t.account_id = l.account_id
    WHERE t.month < STRFTIME('%Y-%m', l.date)
      AND t.month >= STRFTIME('%Y-%m', DATE(l.date, '-12 months'))
    GROUP BY t.account_id
) AS pre_loan ON loan.account_id = pre_loan.account_id
WHERE loan.amount > pre_loan.avg_monthly * 5",Identify accounts where the loan amount exceeds 5 times the average monthly transaction amount in the 12 months prior to loan approval.,2129,14768,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link trans.account -> ON trans.account_id = account.account_id | MEASURE trans.total_amount -> SUM(trans.amount) | MEASURE loan.total_amount -> SUM(loan.amount) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM trans.trans_date -> trans.date | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date | DIM loan.loan_id -> loan.loan_id (no-op: concept name equals raw column)
CR22,challenging,default_risk,3,False,,"Generated SQL error: Execution failed on sql 'SELECT account.account_id
   FROM account
   JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id WHERE trans.date < loan.date
   AND trans.date >= DATE('now', '-12 months')
   GROUP BY account.account_id, SUM(loan.amount)
   HAVING SUM(loan.amount) > (AVG(SUM(trans.amount)) * 5)': misuse of aggregate function SUM()","SELECT account.account_id
   FROM account
   JOIN loan ON loan.account_link
   JOIN trans ON trans.account_link
   WHERE trans.trans_date < loan.loan_date
   AND trans.trans_date >= DATE('now', '-12 months')
   GROUP BY account.account_id, loan.total_amount
   HAVING loan.total_amount > (AVG(trans.total_amount) * 5)","SELECT account.account_id
   FROM account
   JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id WHERE trans.date < loan.date
   AND trans.date >= DATE('now', '-12 months')
   GROUP BY account.account_id, SUM(loan.amount)
   HAVING SUM(loan.amount) > (AVG(SUM(trans.amount)) * 5)","SELECT loan.loan_id, loan.account_id, loan.amount, pre_loan.avg_monthly
FROM loan
JOIN (
    SELECT t.account_id, AVG(monthly_total) AS avg_monthly
    FROM (
        SELECT account_id, STRFTIME('%Y-%m', date) AS month, SUM(amount) AS monthly_total
        FROM trans
        GROUP BY account_id, month
    ) AS t
    JOIN loan AS l ON t.account_id = l.account_id
    WHERE t.month < STRFTIME('%Y-%m', l.date)
      AND t.month >= STRFTIME('%Y-%m', DATE(l.date, '-12 months'))
    GROUP BY t.account_id
) AS pre_loan ON loan.account_id = pre_loan.account_id
WHERE loan.amount > pre_loan.avg_monthly * 5",Identify accounts where the loan amount exceeds 5 times the average monthly transaction amount in the 12 months prior to loan approval.,2326,14768,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link trans.account -> ON trans.account_id = account.account_id | MEASURE trans.total_amount -> SUM(trans.amount) | MEASURE loan.total_amount -> SUM(loan.amount) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM trans.trans_date -> trans.date | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date
CR22,challenging,default_risk,4,False,,,"SELECT account.account_id
   FROM account
   JOIN loan ON loan.account_link
   JOIN trans ON trans.account_link
   WHERE trans.trans_date < loan.loan_date
   AND trans.trans_date >= DATE(loan.loan_date, '-12 months')
   GROUP BY account.account_id, loan.loan_id
   HAVING loan.total_amount > (SUM(trans.total_amount) / 12)","SELECT account.account_id
   FROM account
   JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id WHERE trans.date < loan.date
   AND trans.date >= DATE(loan.date, '-12 months')
   GROUP BY account.account_id, loan.loan_id
   HAVING SUM(loan.amount) > (SUM(trans.amount) / 12)","SELECT loan.loan_id, loan.account_id, loan.amount, pre_loan.avg_monthly
FROM loan
JOIN (
    SELECT t.account_id, AVG(monthly_total) AS avg_monthly
    FROM (
        SELECT account_id, STRFTIME('%Y-%m', date) AS month, SUM(amount) AS monthly_total
        FROM trans
        GROUP BY account_id, month
    ) AS t
    JOIN loan AS l ON t.account_id = l.account_id
    WHERE t.month < STRFTIME('%Y-%m', l.date)
      AND t.month >= STRFTIME('%Y-%m', DATE(l.date, '-12 months'))
    GROUP BY t.account_id
) AS pre_loan ON loan.account_id = pre_loan.account_id
WHERE loan.amount > pre_loan.avg_monthly * 5",Identify accounts where the loan amount exceeds 5 times the average monthly transaction amount in the 12 months prior to loan approval.,2776,14768,"JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link trans.account -> ON trans.account_id = account.account_id | MEASURE trans.total_amount -> SUM(trans.amount) | MEASURE loan.total_amount -> SUM(loan.amount) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM trans.trans_date -> trans.date | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date | DIM loan.loan_id -> loan.loan_id (no-op: concept name equals raw column) | COLLAPSED redundant double-aggregation: 'SELECT account.account_id
   FROM account
   JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id WHERE trans.date < loan.date
   AND trans.date >= DATE(loan.date, '-12 months')
   GROUP BY account.account_id, loan.loan_id
   HAVING SUM(loan.amount) > (SUM(SUM(trans.amount)) / 12)' -> 'SELECT account.account_id
   FROM account
   JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id WHERE trans.date < loan.date
   AND trans.date >= DATE(loan.date, '-12 months')
   GROUP BY account.account_id, loan.loan_id
   HAVING SUM(loan.amount) > (SUM(trans.amount) / 12)'"
CR23,challenging,transaction_behavior,0,False,,SQL evaluation timeout after 15.0s (query still running in background),"SELECT
    AVG(CASE WHEN loan.status IN ('B', 'D') THEN trans.avg_balance ELSE NULL END) -
    AVG(CASE WHEN loan.status NOT IN ('B', 'D') THEN trans.avg_balance ELSE NULL END) AS balance_trend
FROM account
JOIN loan ON loan.account_link
JOIN trans ON trans.account_link
GROUP BY account.account_id","SELECT
    AVG(CASE WHEN loan.status IN ('B', 'D') THEN AVG(trans.balance) ELSE NULL END) -
    AVG(CASE WHEN loan.status NOT IN ('B', 'D') THEN AVG(trans.balance) ELSE NULL END) AS balance_trend
FROM account
JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id GROUP BY account.account_id","SELECT loan_group, AVG(balance_trend) AS avg_balance_trend FROM (SELECT CASE WHEN loan.status IN ('B','D') THEN 'defaulted' ELSE 'non_defaulted' END AS loan_group, (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date DESC LIMIT 1) - (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date ASC LIMIT 1) AS balance_trend FROM loan) GROUP BY loan_group",Calculate the average balance trend (difference between last and first recorded balance) for accounts with defaulted loans versus non-defaulted loans.,2060,14782,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link trans.account -> ON trans.account_id = account.account_id | MEASURE trans.avg_balance -> AVG(trans.balance) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR23,challenging,transaction_behavior,1,False,,SQL evaluation timeout after 15.0s (query still running in background),"SELECT
    AVG(CASE WHEN loan.status IN ('B', 'D') THEN trans.avg_balance END) -
    AVG(CASE WHEN loan.status NOT IN ('B', 'D') THEN trans.avg_balance END) AS average_balance_trend
FROM account
JOIN loan ON loan.account_link
JOIN trans ON trans.account_link
GROUP BY account.account_id
HAVING COUNT(DISTINCT trans.trans_id) > 1","SELECT
    AVG(CASE WHEN loan.status IN ('B', 'D') THEN AVG(trans.balance) END) -
    AVG(CASE WHEN loan.status NOT IN ('B', 'D') THEN AVG(trans.balance) END) AS average_balance_trend
FROM account
JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id GROUP BY account.account_id
HAVING COUNT(DISTINCT trans.trans_id) > 1","SELECT loan_group, AVG(balance_trend) AS avg_balance_trend FROM (SELECT CASE WHEN loan.status IN ('B','D') THEN 'defaulted' ELSE 'non_defaulted' END AS loan_group, (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date DESC LIMIT 1) - (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date ASC LIMIT 1) AS balance_trend FROM loan) GROUP BY loan_group",Calculate the average balance trend (difference between last and first recorded balance) for accounts with defaulted loans versus non-defaulted loans.,2900,14782,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link trans.account -> ON trans.account_id = account.account_id | MEASURE trans.avg_balance -> AVG(trans.balance) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM trans.trans_id -> trans.trans_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR23,challenging,transaction_behavior,2,False,,SQL evaluation timeout after 15.0s (query still running in background),"SELECT 
    AVG(CASE WHEN loan.status IN ('B', 'D') THEN trans.avg_balance ELSE NULL END) -
    AVG(CASE WHEN loan.status NOT IN ('B', 'D') THEN trans.avg_balance ELSE NULL END) AS balance_trend
FROM account
JOIN loan ON loan.account_link 
JOIN trans ON trans.account_link
GROUP BY account.account_id
HAVING COUNT(trans.trans_id) > 1 
-- Ensure we have at least 2 transactions to calculate the trend: first and last balance recorded.","SELECT 
    AVG(CASE WHEN loan.status IN ('B', 'D') THEN AVG(trans.balance) ELSE NULL END) -
    AVG(CASE WHEN loan.status NOT IN ('B', 'D') THEN AVG(trans.balance) ELSE NULL END) AS balance_trend
FROM account
JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id GROUP BY account.account_id
HAVING COUNT(trans.trans_id) > 1 
-- Ensure we have at least 2 transactions to calculate the trend: first and last balance recorded.","SELECT loan_group, AVG(balance_trend) AS avg_balance_trend FROM (SELECT CASE WHEN loan.status IN ('B','D') THEN 'defaulted' ELSE 'non_defaulted' END AS loan_group, (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date DESC LIMIT 1) - (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date ASC LIMIT 1) AS balance_trend FROM loan) GROUP BY loan_group",Calculate the average balance trend (difference between last and first recorded balance) for accounts with defaulted loans versus non-defaulted loans.,2490,14782,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link trans.account -> ON trans.account_id = account.account_id | MEASURE trans.avg_balance -> AVG(trans.balance) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM trans.trans_id -> trans.trans_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR23,challenging,transaction_behavior,3,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT
    AVG(CASE WHEN loan.default_rate > 0 THEN trans.avg_balance ELSE NULL END) AS avg_defaulted_trend,
    AVG(CASE WHEN loan.default_rate = 0 THEN trans.avg_balance ELSE NULL END) AS avg_non_defaulted_trend
FROM account
JOIN loan ON loan.account_link
JOIN trans ON trans.account_link
WHERE loan.default_count > 0 OR loan.default_count = 0
GROUP BY loan.default_count",,"SELECT loan_group, AVG(balance_trend) AS avg_balance_trend FROM (SELECT CASE WHEN loan.status IN ('B','D') THEN 'defaulted' ELSE 'non_defaulted' END AS loan_group, (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date DESC LIMIT 1) - (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date ASC LIMIT 1) AS balance_trend FROM loan) GROUP BY loan_group",Calculate the average balance trend (difference between last and first recorded balance) for accounts with defaulted loans versus non-defaulted loans.,2693,14782,"JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link trans.account -> ON trans.account_id = account.account_id | MEASURE loan.default_count -> COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END) | MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | MEASURE trans.avg_balance -> AVG(trans.balance) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_id -> loan.loan_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
