question_id,difficulty,method,is_correct,error,latency_ms,prompt_chars,generated_sql,gold_sql,question
114,simple,text_to_sql,True,,1448,2430,"SELECT account.account_id
   FROM account
   JOIN district ON account.district_id = district.district_id
   JOIN disp ON account.account_id = disp.account_id
   JOIN client ON disp.client_id = client.client_id
   WHERE district.A3 = 'Prague'
   ORDER BY account.date
   LIMIT 1",SELECT T1.account_id FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.A3 = 'Prague' ORDER BY T1.date ASC LIMIT 1,"For the first client who opened his/her account in Prague, what is his/her account ID?"
114,simple,semantic_layer,False,"Generated SQL error: Execution failed on sql 'SELECT account.account_id
   FROM account
   JOIN district ON account.district_id = district.district_id
   JOIN client ON account.account_id = client.account_id
   WHERE district.A3 = 'Prague'
   ORDER BY account.date
   LIMIT 1': no such column: client.account_id",1911,7652,"SELECT account.account_id
   FROM account
   JOIN district ON account.district_id = district.district_id
   JOIN client ON account.account_id = client.account_id
   WHERE district.A3 = 'Prague'
   ORDER BY account.date
   LIMIT 1",SELECT T1.account_id FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.A3 = 'Prague' ORDER BY T1.date ASC LIMIT 1,"For the first client who opened his/her account in Prague, what is his/her account ID?"
115,challenging,text_to_sql,False,,1838,2629,"SELECT (COUNT(CASE WHEN client.gender = 'M' THEN 1 END) * 100.0 / COUNT(client.client_id)) AS male_percentage
   FROM client
   JOIN district ON client.district_id = district.district_id
   WHERE district.A3 = 'South Bohemia'
   GROUP BY district.A4
   HAVING district.A4 = (SELECT MAX(A4) FROM district WHERE A3 = 'South Bohemia')",SELECT CAST(SUM(T1.gender = 'M') AS REAL) * 100 / COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.A3 = 'south Bohemia' GROUP BY T2.A4 ORDER BY T2.A4 DESC LIMIT 1,"For the branch which located in the south Bohemia with biggest number of inhabitants, what is the percentage of the male clients?"
115,challenging,semantic_layer,False,,2379,7851,"SELECT (COUNT(CASE WHEN client.gender = 'M' THEN 1 END) * 100.0 / COUNT(client.client_id)) AS male_percentage
FROM client
JOIN district ON client.district_id = district.district_id
WHERE district.A3 = 'South Bohemia'
AND district.A4 = (SELECT MAX(A4) FROM district WHERE A3 = 'South Bohemia')",SELECT CAST(SUM(T1.gender = 'M') AS REAL) * 100 / COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.A3 = 'south Bohemia' GROUP BY T2.A4 ORDER BY T2.A4 DESC LIMIT 1,"For the branch which located in the south Bohemia with biggest number of inhabitants, what is the percentage of the male clients?"
116,challenging,text_to_sql,False,,3463,2569,"SELECT ((balance_A - balance_B) / balance_B) * 100 AS increase_rate
FROM (
    SELECT trans.balance AS balance_A
    FROM trans
    JOIN loan ON trans.account_id = loan.account_id
    WHERE loan.date = (SELECT MIN(loan.date)
                       FROM loan
                       WHERE loan.date >= '1993-07-05' AND loan.date < '1993-07-06')
    AND trans.date = '1993-03-22'
) AS A,
(
    SELECT trans.balance AS balance_B
    FROM trans
    JOIN loan ON trans.account_id = loan.account_id
    WHERE loan.date = (SELECT MIN(loan.date)
                       FROM loan
                       WHERE loan.date >= '1993-07-05' AND loan.date < '1993-07-06')
    AND trans.date = '1998-12-27'
) AS B","SELECT CAST((SUM(IIF(T3.date = '1998-12-27', T3.balance, 0)) - SUM(IIF(T3.date = '1993-03-22', T3.balance, 0))) AS REAL) * 100 / SUM(IIF(T3.date = '1993-03-22', T3.balance, 0)) FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN trans AS T3 ON T3.account_id = T2.account_id WHERE T1.date = '1993-07-05'","For the client whose loan was approved first in 1993/7/5, what is the increase rate of his/her account balance from 1993/3/22 to 1998/12/27?"
116,challenging,semantic_layer,False,,4542,7791,"SELECT ((balance_A - balance_B) / balance_B) * 100 AS increase_rate
FROM (
    SELECT 
        trans_A.account_id,
        trans_A.balance AS balance_A,
        trans_B.balance AS balance_B
    FROM trans AS trans_A
    JOIN trans AS trans_B ON trans_A.account_id = trans_B.account_id
    WHERE trans_A.date = '1998-12-27' AND trans_B.date = '1993-03-22'
    AND trans_A.account_id = (
        SELECT loan.account_id
        FROM loan
        WHERE loan.date = (
            SELECT MIN(loan.date)
            FROM loan
            WHERE loan.date >= '1993-07-05'
        )
    )
) AS balances;","SELECT CAST((SUM(IIF(T3.date = '1998-12-27', T3.balance, 0)) - SUM(IIF(T3.date = '1993-03-22', T3.balance, 0))) AS REAL) * 100 / SUM(IIF(T3.date = '1993-03-22', T3.balance, 0)) FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN trans AS T3 ON T3.account_id = T2.account_id WHERE T1.date = '1993-07-05'","For the client whose loan was approved first in 1993/7/5, what is the increase rate of his/her account balance from 1993/3/22 to 1998/12/27?"
117,moderate,text_to_sql,False,,1288,2599,"SELECT (SUM(loan.amount) / (SELECT SUM(amount) FROM loan) * 100) AS percentage_fully_paid
   FROM loan
   WHERE loan.status = 'A'",SELECT (CAST(SUM(CASE WHEN status = 'A' THEN amount ELSE 0 END) AS REAL) * 100) / SUM(amount) FROM loan,What is the percentage of loan amount that has been fully paid with no issue.
117,moderate,semantic_layer,True,,1400,7821,"SELECT (SUM(loan.amount) * 100.0 / (SELECT SUM(amount) FROM loan)) AS percentage_fully_paid
FROM loan
WHERE loan.status = 'A'",SELECT (CAST(SUM(CASE WHEN status = 'A' THEN amount ELSE 0 END) AS REAL) * 100) / SUM(amount) FROM loan,What is the percentage of loan amount that has been fully paid with no issue.
118,moderate,text_to_sql,True,,1890,2571,"SELECT (COUNT(DISTINCT loan.account_id) * 100.0 / (SELECT COUNT(DISTINCT loan.account_id) FROM loan WHERE loan.amount < 100000)) AS percentage
   FROM loan
   WHERE loan.amount < 100000 AND loan.status = 'C'",SELECT CAST(SUM(status = 'C') AS REAL) * 100 / COUNT(account_id) FROM loan WHERE amount < 100000,"For loan amount less than USD100,000, what is the percentage of accounts that is still running with no issue."
118,moderate,semantic_layer,True,,1377,7793,"SELECT (COUNT(CASE WHEN loan.status = 'C' THEN loan.account_id END) * 100.0 / COUNT(loan.account_id)) AS percentage_running_accounts
FROM loan
WHERE loan.amount < 100000;",SELECT CAST(SUM(status = 'C') AS REAL) * 100 / COUNT(account_id) FROM loan WHERE amount < 100000,"For loan amount less than USD100,000, what is the percentage of accounts that is still running with no issue."
119,moderate,text_to_sql,False,"Generated SQL error: Execution failed on sql 'SELECT account.account_id, district.A2, district.A3
   FROM account
   JOIN district ON account.district_id = district.district_id
   JOIN card ON account.account_id = card.account_id
   JOIN trans ON account.account_id = trans.account_id
   WHERE account.date BETWEEN '1993-01-01' AND '1993-12-31'
     AND card.type = 'POPLATEK PO OBRATU'
     AND trans.date < card.issued': no such column: card.account_id",1933,2587,"SELECT account.account_id, district.A2, district.A3
   FROM account
   JOIN district ON account.district_id = district.district_id
   JOIN card ON account.account_id = card.account_id
   JOIN trans ON account.account_id = trans.account_id
   WHERE account.date BETWEEN '1993-01-01' AND '1993-12-31'
     AND card.type = 'POPLATEK PO OBRATU'
     AND trans.date < card.issued","SELECT T1.account_id, T2.A2, T2.A3 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.frequency = 'POPLATEK PO OBRATU' AND STRFTIME('%Y', T1.date)= '1993'","For accounts in 1993 with statement issued after transaction, list the account ID, district name and district region."
119,moderate,semantic_layer,True,,2646,7809,"SELECT account.account_id, district.A2, district.A3
FROM account
JOIN district ON account.district_id = district.district_id
WHERE STRFTIME('%Y', account.date) = '1993' AND account.frequency = 'POPLATEK PO OBRATU'","SELECT T1.account_id, T2.A2, T2.A3 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.frequency = 'POPLATEK PO OBRATU' AND STRFTIME('%Y', T1.date)= '1993'","For accounts in 1993 with statement issued after transaction, list the account ID, district name and district region."
120,moderate,text_to_sql,False,,1927,2507,"SELECT account.account_id, account.frequency
   FROM account
   JOIN district ON account.district_id = district.district_id
   JOIN disp ON account.account_id = disp.account_id
   JOIN client ON disp.client_id = client.client_id
   JOIN loan ON account.account_id = loan.account_id
   WHERE district.A4 = 'east Bohemia' AND account.date BETWEEN '1995-01-01' AND '2000-12-31'","SELECT T1.account_id, T1.frequency FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.A3 = 'east Bohemia' AND STRFTIME('%Y', T1.date) BETWEEN '1995' AND '2000'","From Year 1995 to 2000, who are the accounts holders from 'east Bohemia'. State the account ID the frequency of statement issuance."
120,moderate,semantic_layer,False,,3023,7729,"SELECT account.account_id, account.frequency
FROM account
JOIN disp ON account.account_id = disp.account_id
JOIN client ON disp.client_id = client.client_id
JOIN district ON client.district_id = district.district_id
JOIN loan ON account.account_id = loan.account_id
WHERE district.A3 = 'east Bohemia' AND STRFTIME('%Y', loan.date) BETWEEN '1995' AND '2000'","SELECT T1.account_id, T1.frequency FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.A3 = 'east Bohemia' AND STRFTIME('%Y', T1.date) BETWEEN '1995' AND '2000'","From Year 1995 to 2000, who are the accounts holders from 'east Bohemia'. State the account ID the frequency of statement issuance."
121,simple,text_to_sql,True,,1488,2426,"SELECT account.account_id, account.date
   FROM account
   JOIN district ON account.district_id = district.district_id
   WHERE district.A2 = 'Prachatice'","SELECT T1.account_id, T1.date FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.A2 = 'Prachatice'",List account ID and account opening date for accounts from 'Prachatice'.
121,simple,semantic_layer,True,,1484,7648,"SELECT account.account_id, account.date
   FROM account
   JOIN district ON account.district_id = district.district_id
   WHERE district.A2 = 'Prachatice'","SELECT T1.account_id, T1.date FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.A2 = 'Prachatice'",List account ID and account opening date for accounts from 'Prachatice'.
122,simple,text_to_sql,True,,1286,2438,"SELECT district.A2, district.A3
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE loan.loan_id = 4990","SELECT T2.A2, T2.A3 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN loan AS T3 ON T1.account_id = T3.account_id WHERE T3.loan_id = 4990",State the district and region for loan ID '4990'.
122,simple,semantic_layer,True,,1537,7660,"SELECT district.A2, district.A3
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE loan.loan_id = '4990'","SELECT T2.A2, T2.A3 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN loan AS T3 ON T1.account_id = T3.account_id WHERE T3.loan_id = 4990",State the district and region for loan ID '4990'.
123,simple,text_to_sql,True,,1014,2458,"SELECT account.account_id, district.A2, district.A3
   FROM account
   JOIN loan ON account.account_id = loan.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE loan.amount > 300000","SELECT T1.account_id, T2.A2, T2.A3 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN loan AS T3 ON T1.account_id = T3.account_id WHERE T3.amount > 300000","Provide the account ID, district and region for loan amount greater than USD300,000."
123,simple,semantic_layer,True,,1602,7680,"SELECT account.account_id, district.A2, district.A3
   FROM account
   JOIN loan ON account.account_id = loan.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE loan.amount > 300000","SELECT T1.account_id, T2.A2, T2.A3 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN loan AS T3 ON T1.account_id = T3.account_id WHERE T3.amount > 300000","Provide the account ID, district and region for loan amount greater than USD300,000."
124,simple,text_to_sql,False,,1191,2450,"SELECT loan.loan_id, district.A3, district.A11
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE loan.duration = 60","SELECT T3.loan_id, T2.A2, T2.A11 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN loan AS T3 ON T1.account_id = T3.account_id WHERE T3.duration = 60","List the loan ID, district and average salary for loan with duration of 60 months."
124,simple,semantic_layer,False,,1742,7672,"SELECT loan.loan_id, district.A2, AVG(district.A11)
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE loan.duration = 60
   GROUP BY loan.loan_id, district.A2","SELECT T3.loan_id, T2.A2, T2.A11 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN loan AS T3 ON T1.account_id = T3.account_id WHERE T3.duration = 60","List the loan ID, district and average salary for loan with duration of 60 months."
125,challenging,text_to_sql,False,,1828,2803,"SELECT district.district_id, ((district.A13 - district.A12) / district.A12) * 100 AS unemployment_increment_rate
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   JOIN disp ON account.account_id = disp.account_id
   JOIN client ON disp.client_id = client.client_id
   JOIN district ON client.district_id = district.district_id
   WHERE loan.status = 'D'",SELECT CAST((T3.A13 - T3.A12) AS REAL) * 100 / T3.A12 FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN district AS T3 ON T2.district_id = T3.district_id WHERE T1.status = 'D',"For loans contracts which are still running where client are in debt, list the district of the and the state the percentage unemployment rate increment from year 1995 to 1996."
125,challenging,semantic_layer,False,,2251,8025,"SELECT district.A3, 
       ((district.A13 - district.A12) / district.A12) * 100 AS unemployment_increment_rate
FROM loan
JOIN account ON loan.account_id = account.account_id
JOIN disp ON account.account_id = disp.account_id
JOIN client ON disp.client_id = client.client_id
JOIN district ON account.district_id = district.district_id
WHERE loan.status = 'D'",SELECT CAST((T3.A13 - T3.A12) AS REAL) * 100 / T3.A12 FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN district AS T3 ON T2.district_id = T3.district_id WHERE T1.status = 'D',"For loans contracts which are still running where client are in debt, list the district of the and the state the percentage unemployment rate increment from year 1995 to 1996."
126,simple,text_to_sql,True,,1455,2455,"SELECT (COUNT(account.account_id) * 100.0 / (SELECT COUNT(*) FROM account WHERE date LIKE '1993%')) AS percentage
   FROM account
   JOIN district ON account.district_id = district.district_id
   WHERE district.A2 = 'Decin' AND account.date LIKE '1993%'","SELECT CAST(SUM(T1.A2 = 'Decin') AS REAL) * 100 / COUNT(account_id) FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id WHERE STRFTIME('%Y', T2.date) = '1993'",Calculate the percentage of account from 'Decin' district for all accounts are opened in 1993.
126,simple,semantic_layer,True,,2774,7677,"SELECT COUNT(account.account_id) * 100.0 / (SELECT COUNT(*) FROM account WHERE STRFTIME('%Y', date) = '1993') AS percentage
FROM account
JOIN district ON account.district_id = district.district_id
WHERE district.A2 = 'Decin' AND STRFTIME('%Y', date) = '1993'","SELECT CAST(SUM(T1.A2 = 'Decin') AS REAL) * 100 / COUNT(account_id) FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id WHERE STRFTIME('%Y', T2.date) = '1993'",Calculate the percentage of account from 'Decin' district for all accounts are opened in 1993.
127,simple,text_to_sql,False,,1291,2421,"SELECT DISTINCT account.account_id
   FROM account
   JOIN trans ON account.account_id = trans.account_id
   WHERE trans.operation = 'POPLATEK MESICNE'",SELECT account_id FROM account WHERE Frequency = 'POPLATEK MESICNE',List the account IDs with monthly issuance of statements.
127,simple,semantic_layer,True,,1239,7643,"SELECT account.account_id
   FROM account
   WHERE account.frequency = 'POPLATEK MESICNE'",SELECT account_id FROM account WHERE Frequency = 'POPLATEK MESICNE',List the account IDs with monthly issuance of statements.
128,moderate,text_to_sql,True,,1717,2490,"SELECT district.A2, COUNT(DISTINCT client.client_id) AS female_account_holders
   FROM client
   JOIN district ON client.district_id = district.district_id
   JOIN disp ON client.client_id = disp.client_id
   JOIN account ON disp.account_id = account.account_id
   WHERE client.gender = 'F'
   GROUP BY district.A2
   ORDER BY female_account_holders DESC
   LIMIT 9","SELECT T2.A2, COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.gender = 'F' GROUP BY T2.district_id, T2.A2 ORDER BY COUNT(T1.client_id) DESC LIMIT 9","List the top nine districts, by descending order, from the highest to the lowest, the number of female account holders."
128,moderate,semantic_layer,False,"Generated SQL error: Execution failed on sql 'SELECT district.A2, COUNT(DISTINCT disp.client_id) AS female_account_holders
FROM disp
JOIN client ON disp.client_id = client.client_id
JOIN account ON disp.account_id = account.account_id
WHERE client.gender = 'F'
GROUP BY district.A2
ORDER BY female_account_holders DESC
LIMIT 9': no such column: district.A2",2988,7712,"SELECT district.A2, COUNT(DISTINCT disp.client_id) AS female_account_holders
FROM disp
JOIN client ON disp.client_id = client.client_id
JOIN account ON disp.account_id = account.account_id
WHERE client.gender = 'F'
GROUP BY district.A2
ORDER BY female_account_holders DESC
LIMIT 9","SELECT T2.A2, COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.gender = 'F' GROUP BY T2.district_id, T2.A2 ORDER BY COUNT(T1.client_id) DESC LIMIT 9","List the top nine districts, by descending order, from the highest to the lowest, the number of female account holders."
129,moderate,text_to_sql,False,,1808,2560,"SELECT district.A2, SUM(trans.amount) AS total_withdrawals
   FROM trans
   JOIN account ON trans.account_id = account.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE trans.type = 'VYDAJ' AND trans.date LIKE '1996-01%'
   GROUP BY district.A2
   ORDER BY total_withdrawals DESC
   LIMIT 10",SELECT DISTINCT T1.A2 FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN trans AS T3 ON T2.account_id = T3.account_id WHERE T3.type = 'VYDAJ' AND T3.date LIKE '1996-01%' ORDER BY A2 ASC LIMIT 10,Which are the top ten withdrawals (non-credit card) by district names for the month of January 1996?
129,moderate,semantic_layer,False,,2546,7782,"SELECT district.A2, SUM(trans.amount) AS total_withdrawals
   FROM trans
   JOIN account ON trans.account_id = account.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE trans.type = 'VYDAJ' AND trans.date LIKE '1996-01%'
   GROUP BY district.A2
   ORDER BY total_withdrawals DESC
   LIMIT 10",SELECT DISTINCT T1.A2 FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN trans AS T3 ON T2.account_id = T3.account_id WHERE T3.type = 'VYDAJ' AND T3.date LIKE '1996-01%' ORDER BY A2 ASC LIMIT 10,Which are the top ten withdrawals (non-credit card) by district names for the month of January 1996?
130,moderate,text_to_sql,False,,1580,2464,"SELECT COUNT(DISTINCT account.account_id)
   FROM account
   JOIN district ON account.district_id = district.district_id
   LEFT JOIN disp ON account.account_id = disp.account_id AND disp.type = 'credit'
   WHERE district.A3 = 'South Bohemia' AND disp.account_id IS NULL",SELECT COUNT(T3.account_id) FROM district AS T1 INNER JOIN client AS T2 ON T1.district_id = T2.district_id INNER JOIN disp AS T3 ON T2.client_id = T3.client_id WHERE T1.A3 = 'south Bohemia' AND T3.type != 'OWNER',How many of the account holders in South Bohemia still do not own credit cards?
130,moderate,semantic_layer,False,,2476,7686,"SELECT COUNT(account.account_id)
   FROM account
   JOIN district ON account.district_id = district.district_id
   LEFT JOIN disp ON account.account_id = disp.account_id
   WHERE district.A3 = 'South Bohemia' AND disp.account_id IS NULL",SELECT COUNT(T3.account_id) FROM district AS T1 INNER JOIN client AS T2 ON T1.district_id = T2.district_id INNER JOIN disp AS T3 ON T2.client_id = T3.client_id WHERE T1.A3 = 'south Bohemia' AND T3.type != 'OWNER',How many of the account holders in South Bohemia still do not own credit cards?
131,moderate,text_to_sql,False,,1845,2536,"SELECT district.A3, COUNT(loan.loan_id) AS active_loans
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE loan.status IN ('C', 'D')
   GROUP BY district.A3
   ORDER BY active_loans DESC
   LIMIT 1","SELECT T2.A3 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN loan AS T3 ON T1.account_id = T3.account_id WHERE T3.status IN ('C', 'D') GROUP BY T2.A3 ORDER BY SUM(T3.amount) DESC LIMIT 1",Which district has highest active loan?
131,moderate,semantic_layer,False,,2063,7758,"SELECT district.A3, COUNT(loan.loan_id) AS active_loan_count
FROM district
JOIN account ON district.district_id = account.district_id
JOIN loan ON account.account_id = loan.account_id
WHERE loan.status = 'C'
GROUP BY district.A3
ORDER BY active_loan_count DESC
LIMIT 1","SELECT T2.A3 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN loan AS T3 ON T1.account_id = T3.account_id WHERE T3.status IN ('C', 'D') GROUP BY T2.A3 ORDER BY SUM(T3.amount) DESC LIMIT 1",Which district has highest active loan?
132,simple,text_to_sql,True,,1541,2395,"SELECT AVG(loan.amount)
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   JOIN disp ON account.account_id = disp.account_id
   JOIN client ON disp.client_id = client.client_id
   WHERE client.gender = 'M'",SELECT AVG(T4.amount) FROM client AS T1 INNER JOIN disp AS T2 ON T1.client_id = T2.client_id INNER JOIN account AS T3 ON T2.account_id = T3.account_id INNER JOIN loan AS T4 ON T3.account_id = T4.account_id WHERE T1.gender = 'M',What is the average loan amount by male borrowers?
132,simple,semantic_layer,True,,1667,7617,"SELECT AVG(loan.amount)
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   JOIN disp ON account.account_id = disp.account_id
   JOIN client ON disp.client_id = client.client_id
   WHERE client.gender = 'M'",SELECT AVG(T4.amount) FROM client AS T1 INNER JOIN disp AS T2 ON T1.client_id = T2.client_id INNER JOIN account AS T3 ON T2.account_id = T3.account_id INNER JOIN loan AS T4 ON T3.account_id = T4.account_id WHERE T1.gender = 'M',What is the average loan amount by male borrowers?
133,simple,text_to_sql,False,,1030,2492,"SELECT district.A2, district.A13
   FROM district
   WHERE district.A13 IS NOT NULL
   ORDER BY district.A13 DESC
   LIMIT 1","SELECT district_id, A2 FROM district ORDER BY A13 DESC LIMIT 1","In 1996, which districts have the highest unemployment rate? List their branch location and district name."
133,simple,semantic_layer,False,,1285,7714,"SELECT district.A3, district.A2
FROM district
ORDER BY district.A13 DESC
LIMIT 10","SELECT district_id, A2 FROM district ORDER BY A13 DESC LIMIT 1","In 1996, which districts have the highest unemployment rate? List their branch location and district name."
134,simple,text_to_sql,True,,1234,2464,"SELECT COUNT(account.account_id)
   FROM account
   JOIN district ON account.district_id = district.district_id
   WHERE district.A16 = (
       SELECT MAX(A16) 
       FROM district 
       WHERE A16 IS NOT NULL
   )",SELECT COUNT(T2.account_id) FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id GROUP BY T1.A16 ORDER BY T1.A16 DESC LIMIT 1,"In the branch where the largest number of crimes were committed in 1996, how many accounts were opened?"
134,simple,semantic_layer,True,,1963,7686,"SELECT COUNT(account.account_id)
   FROM account
   JOIN district ON account.district_id = district.district_id
   WHERE district.district_id = (SELECT district.district_id
                                  FROM district
                                  ORDER BY district.A16 DESC
                                  LIMIT 1)",SELECT COUNT(T2.account_id) FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id GROUP BY T1.A16 ORDER BY T1.A16 DESC LIMIT 1,"In the branch where the largest number of crimes were committed in 1996, how many accounts were opened?"
135,moderate,text_to_sql,False,,1120,2576,"SELECT COUNT(DISTINCT account.account_id)
   FROM account
   JOIN trans ON account.account_id = trans.account_id
   WHERE trans.balance < 0 AND trans.operation = 'VYBER KARTOU' AND account.frequency = 'POPLATEK MESICNE'",SELECT COUNT(T1.account_id) FROM trans AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id WHERE T1.balance < 0 AND T1.operation = 'VYBER KARTOU' AND T2.frequency = 'POPLATEK MESICNE',"After making a credit card withdrawal, how many account/s with monthly issuance has a negative balance?"
135,moderate,semantic_layer,False,,1284,7798,"SELECT COUNT(DISTINCT account.account_id)
   FROM account
   JOIN trans ON account.account_id = trans.account_id
   WHERE trans.operation = 'VYBER KARTOU' AND trans.balance < 0 AND account.frequency = 'POPLATEK MESICNE'",SELECT COUNT(T1.account_id) FROM trans AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id WHERE T1.balance < 0 AND T1.operation = 'VYBER KARTOU' AND T2.frequency = 'POPLATEK MESICNE',"After making a credit card withdrawal, how many account/s with monthly issuance has a negative balance?"
136,moderate,text_to_sql,True,,1659,2523,"SELECT COUNT(loan.loan_id)
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   WHERE loan.amount >= 250000 AND account.frequency = 'POPLATEK MESICNE' AND loan.date BETWEEN '1995-01-01' AND '1997-12-31'",SELECT COUNT(T1.account_id) FROM account AS T1 INNER JOIN loan AS T2 ON T1.account_id = T2.account_id WHERE T2.date BETWEEN '1995-01-01' AND '1997-12-31' AND T1.frequency = 'POPLATEK MESICNE' AND T2.amount >= 250000,"Between 1/1/1995 and 12/31/1997, how many loans in the amount of at least 250,000 per account that chose monthly statement issuance were approved?"
136,moderate,semantic_layer,True,,2369,7745,"SELECT COUNT(loan.loan_id)
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   WHERE loan.amount >= 250000 
     AND loan.date BETWEEN '1995-01-01' AND '1997-12-31' 
     AND account.frequency = 'POPLATEK MESICNE'",SELECT COUNT(T1.account_id) FROM account AS T1 INNER JOIN loan AS T2 ON T1.account_id = T2.account_id WHERE T2.date BETWEEN '1995-01-01' AND '1997-12-31' AND T1.frequency = 'POPLATEK MESICNE' AND T2.amount >= 250000,"Between 1/1/1995 and 12/31/1997, how many loans in the amount of at least 250,000 per account that chose monthly statement issuance were approved?"
137,moderate,text_to_sql,False,,1345,2489,"SELECT COUNT(account.account_id)
   FROM account
   JOIN loan ON account.account_id = loan.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE loan.status IN ('C', 'D') AND district.A8 = 1",SELECT COUNT(T1.account_id) FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN loan AS T3 ON T1.account_id = T3.account_id WHERE T1.district_id = 1 AND (T3.status = 'C' OR T3.status = 'D'),How many accounts have running contracts in Branch location 1?
137,moderate,semantic_layer,True,,1844,7711,"SELECT COUNT(account.account_id)
   FROM account
   JOIN loan ON account.account_id = loan.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE district.district_id = 1 AND loan.status IN ('C', 'D')",SELECT COUNT(T1.account_id) FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN loan AS T3 ON T1.account_id = T3.account_id WHERE T1.district_id = 1 AND (T3.status = 'C' OR T3.status = 'D'),How many accounts have running contracts in Branch location 1?
138,moderate,text_to_sql,True,,2380,2510,"SELECT COUNT(DISTINCT client.client_id)
   FROM client
   JOIN district ON client.district_id = district.district_id
   WHERE client.gender = 'M' AND district.A15 = (
       SELECT DISTINCT district_sub.A15
       FROM district AS district_sub
       ORDER BY district_sub.A15 DESC
       LIMIT 1 OFFSET 1
   )","SELECT COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.gender = 'M' AND T2.A15 = (SELECT T3.A15 FROM district AS T3 ORDER BY T3.A15 DESC LIMIT 1, 1)","In the branch where the second-highest number of crimes were committed in 1995 occurred, how many male clients are there?"
