question_id,difficulty,category,iteration,model,is_correct,compile_error,execution_error,concept_sql,compiled_sql,gold_sql,question,latency_ms,prompt_chars,substitutions
CR22,challenging,default_risk,3,gpt-4o,False,,"Generated SQL error: Execution failed on sql 'SELECT account.account_id
FROM account
JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id WHERE trans.date < loan.date
GROUP BY account.account_id, loan.loan_id
HAVING SUM(loan.amount) > 5 * AVG(SUM(trans.amount)) / 12': misuse of aggregate function SUM()","SELECT account.account_id
FROM account
JOIN loan ON loan.account_link
JOIN trans ON trans.account_link
WHERE trans.trans_date < loan.loan_date
GROUP BY account.account_id, loan.loan_id
HAVING loan.total_amount > 5 * AVG(trans.total_amount) / 12","SELECT account.account_id
FROM account
JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id WHERE trans.date < loan.date
GROUP BY account.account_id, loan.loan_id
HAVING SUM(loan.amount) > 5 * AVG(SUM(trans.amount)) / 12","SELECT loan.loan_id, loan.account_id, loan.amount, pre_loan.avg_monthly
FROM loan
JOIN (
    SELECT t.account_id, AVG(monthly_total) AS avg_monthly
    FROM (
        SELECT account_id, STRFTIME('%Y-%m', date) AS month, SUM(amount) AS monthly_total
        FROM trans
        GROUP BY account_id, month
    ) AS t
    JOIN loan AS l ON t.account_id = l.account_id
    WHERE t.month < STRFTIME('%Y-%m', l.date)
      AND t.month >= STRFTIME('%Y-%m', DATE(l.date, '-12 months'))
    GROUP BY t.account_id
) AS pre_loan ON loan.account_id = pre_loan.account_id
WHERE loan.amount > pre_loan.avg_monthly * 5",Identify accounts where the loan amount exceeds 5 times the average monthly transaction amount in the 12 months prior to loan approval.,1110,14768,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link trans.account -> ON trans.account_id = account.account_id | MEASURE trans.total_amount -> SUM(trans.amount) | MEASURE loan.total_amount -> SUM(loan.amount) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM trans.trans_date -> trans.date | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date | DIM loan.loan_id -> loan.loan_id (no-op: concept name equals raw column)
CR22,challenging,default_risk,4,gpt-4o,False,,"Generated SQL error: Execution failed on sql 'SELECT account.account_id
FROM account
JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id WHERE trans.date < loan.date
GROUP BY account.account_id
HAVING AVG(SUM(trans.amount)) * 5 < (SUM(loan.amount) / loan.duration)': misuse of aggregate function SUM()","SELECT account.account_id
FROM account
JOIN loan ON loan.account_link
JOIN trans ON trans.account_link
WHERE trans.trans_date < loan.loan_date
GROUP BY account.account_id
HAVING AVG(trans.total_amount) * 5 < (loan.total_amount / loan.duration)","SELECT account.account_id
FROM account
JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id WHERE trans.date < loan.date
GROUP BY account.account_id
HAVING AVG(SUM(trans.amount)) * 5 < (SUM(loan.amount) / loan.duration)","SELECT loan.loan_id, loan.account_id, loan.amount, pre_loan.avg_monthly
FROM loan
JOIN (
    SELECT t.account_id, AVG(monthly_total) AS avg_monthly
    FROM (
        SELECT account_id, STRFTIME('%Y-%m', date) AS month, SUM(amount) AS monthly_total
        FROM trans
        GROUP BY account_id, month
    ) AS t
    JOIN loan AS l ON t.account_id = l.account_id
    WHERE t.month < STRFTIME('%Y-%m', l.date)
      AND t.month >= STRFTIME('%Y-%m', DATE(l.date, '-12 months'))
    GROUP BY t.account_id
) AS pre_loan ON loan.account_id = pre_loan.account_id
WHERE loan.amount > pre_loan.avg_monthly * 5",Identify accounts where the loan amount exceeds 5 times the average monthly transaction amount in the 12 months prior to loan approval.,1208,14768,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link trans.account -> ON trans.account_id = account.account_id | MEASURE trans.total_amount -> SUM(trans.amount) | MEASURE loan.total_amount -> SUM(loan.amount) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM trans.trans_date -> trans.date | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date | DIM loan.duration -> loan.duration (no-op: concept name equals raw column)
CR23,challenging,transaction_behavior,0,gpt-4o,False,,SQL evaluation timeout after 15.0s (query still running in background),"SELECT 
    loan.status, 
    AVG(trans.avg_balance - LEAD(trans.avg_balance, 1) OVER (PARTITION BY account.account_id ORDER BY trans.trans_date DESC)) AS avg_balance_trend
FROM account
JOIN loan ON loan.account_link
JOIN trans ON trans.account_link
WHERE loan.status IN ('B', 'D')
OR loan.status NOT IN ('B', 'D')
GROUP BY loan.status","SELECT 
    loan.status, 
    AVG(AVG(trans.balance) - LEAD(AVG(trans.balance), 1) OVER (PARTITION BY account.account_id ORDER BY trans.date DESC)) AS avg_balance_trend
FROM account
JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id WHERE loan.status IN ('B', 'D')
OR loan.status NOT IN ('B', 'D')
GROUP BY loan.status","SELECT loan_group, AVG(balance_trend) AS avg_balance_trend FROM (SELECT CASE WHEN loan.status IN ('B','D') THEN 'defaulted' ELSE 'non_defaulted' END AS loan_group, (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date DESC LIMIT 1) - (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date ASC LIMIT 1) AS balance_trend FROM loan) GROUP BY loan_group",Calculate the average balance trend (difference between last and first recorded balance) for accounts with defaulted loans versus non-defaulted loans.,1826,14782,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link trans.account -> ON trans.account_id = account.account_id | MEASURE trans.avg_balance -> AVG(trans.balance) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM trans.trans_date -> trans.date | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR23,challenging,transaction_behavior,1,gpt-4o,False,,SQL evaluation timeout after 15.0s (query still running in background),"SELECT
   AVG(CASE 
       WHEN loan.status IN ('B', 'D') THEN trans.avg_balance 
   END) - 
   AVG(CASE 
       WHEN loan.status IN ('B', 'D') THEN trans.avg_balance 
   END)
   AS default_balance_trend,
   AVG(CASE 
       WHEN loan.status NOT IN ('B', 'D') THEN trans.avg_balance 
   END) - 
   AVG(CASE 
       WHEN loan.status NOT IN ('B', 'D') THEN trans.avg_balance 
   END)
   AS non_default_balance_trend
FROM
   account
JOIN
   loan ON loan.account_link
JOIN
   trans ON trans.account_link
GROUP BY
   loan.status","SELECT
   AVG(CASE 
       WHEN loan.status IN ('B', 'D') THEN AVG(trans.balance) 
   END) - 
   AVG(CASE 
       WHEN loan.status IN ('B', 'D') THEN AVG(trans.balance) 
   END)
   AS default_balance_trend,
   AVG(CASE 
       WHEN loan.status NOT IN ('B', 'D') THEN AVG(trans.balance) 
   END) - 
   AVG(CASE 
       WHEN loan.status NOT IN ('B', 'D') THEN AVG(trans.balance) 
   END)
   AS non_default_balance_trend
FROM
   account
JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id GROUP BY
   loan.status","SELECT loan_group, AVG(balance_trend) AS avg_balance_trend FROM (SELECT CASE WHEN loan.status IN ('B','D') THEN 'defaulted' ELSE 'non_defaulted' END AS loan_group, (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date DESC LIMIT 1) - (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date ASC LIMIT 1) AS balance_trend FROM loan) GROUP BY loan_group",Calculate the average balance trend (difference between last and first recorded balance) for accounts with defaulted loans versus non-defaulted loans.,2524,14782,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link trans.account -> ON trans.account_id = account.account_id | MEASURE trans.avg_balance -> AVG(trans.balance) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR23,challenging,transaction_behavior,2,gpt-4o,False,"Invalid SQL: the join hint 'account.account_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT 
    loan.status, 
    AVG(last_balance - first_balance) AS avg_balance_trend
FROM 
    account 
JOIN 
    loan ON account.account_link
JOIN 
    trans AS first_trans ON first_trans.account_link = account.account_id
JOIN 
    trans AS last_trans ON last_trans.account_link = account.account_id
WHERE 
    first_trans.trans_date = (
        SELECT MIN(trans.trans_date) 
        FROM trans 
        WHERE trans.account_link = account.account_id
    ) 
    AND 
    last_trans.trans_date = (
        SELECT MAX(trans.trans_date) 
        FROM trans 
        WHERE trans.account_link = account.account_id
    )
GROUP BY 
    loan.status",,"SELECT loan_group, AVG(balance_trend) AS avg_balance_trend FROM (SELECT CASE WHEN loan.status IN ('B','D') THEN 'defaulted' ELSE 'non_defaulted' END AS loan_group, (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date DESC LIMIT 1) - (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date ASC LIMIT 1) AS balance_trend FROM loan) GROUP BY loan_group",Calculate the average balance trend (difference between last and first recorded balance) for accounts with defaulted loans versus non-defaulted loans.,1945,14782,JOIN link UNRESOLVED for 'loan': link token 'account.account_link' does not reference 'loan' on either side -- left unchanged
CR23,challenging,transaction_behavior,3,gpt-4o,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT 
    loan.status, 
    AVG(trans.avg_balance) - 
    (SELECT AVG(trans.avg_balance) FROM trans t_first WHERE t_first.trans_date = MIN(trans.trans_date) AND t_first.trans_id = trans.trans_id) AS balance_trend
FROM 
    account 
JOIN 
    loan ON loan.account_link 
JOIN 
    trans ON trans.account_link
WHERE 
    loan.status IN ('B', 'D') OR loan.status NOT IN ('B', 'D')
GROUP BY 
    loan.status",,"SELECT loan_group, AVG(balance_trend) AS avg_balance_trend FROM (SELECT CASE WHEN loan.status IN ('B','D') THEN 'defaulted' ELSE 'non_defaulted' END AS loan_group, (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date DESC LIMIT 1) - (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date ASC LIMIT 1) AS balance_trend FROM loan) GROUP BY loan_group",Calculate the average balance trend (difference between last and first recorded balance) for accounts with defaulted loans versus non-defaulted loans.,1575,14782,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link trans.account -> ON trans.account_id = account.account_id | MEASURE trans.avg_balance -> AVG(trans.balance) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM trans.trans_date -> trans.date | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM trans.trans_id -> trans.trans_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR23,challenging,transaction_behavior,4,gpt-4o,False,,SQL evaluation timeout after 15.0s (query still running in background),"SELECT
    CASE WHEN loan.status IN ('B', 'D') THEN 'Defaulted' ELSE 'Non-defaulted' END AS loan_status,
    AVG(trans.avg_balance - FIRST_VALUE(trans.avg_balance) OVER (PARTITION BY account.account_id ORDER BY trans.trans_date ASC)) AS avg_balance_trend
FROM
    account
JOIN
    trans ON trans.account_link
JOIN
    loan ON loan.account_link
GROUP BY
    loan_status","SELECT
    CASE WHEN loan.status IN ('B', 'D') THEN 'Defaulted' ELSE 'Non-defaulted' END AS loan_status,
    AVG(AVG(trans.balance) - FIRST_VALUE(AVG(trans.balance)) OVER (PARTITION BY account.account_id ORDER BY trans.date ASC)) AS avg_balance_trend
FROM
    account
JOIN trans ON trans.account_id = account.account_id JOIN loan ON loan.account_id = account.account_id GROUP BY
    loan_status","SELECT loan_group, AVG(balance_trend) AS avg_balance_trend FROM (SELECT CASE WHEN loan.status IN ('B','D') THEN 'defaulted' ELSE 'non_defaulted' END AS loan_group, (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date DESC LIMIT 1) - (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date ASC LIMIT 1) AS balance_trend FROM loan) GROUP BY loan_group",Calculate the average balance trend (difference between last and first recorded balance) for accounts with defaulted loans versus non-defaulted loans.,1477,14782,JOIN link trans.account -> ON trans.account_id = account.account_id | JOIN link loan.account -> ON loan.account_id = account.account_id | MEASURE trans.avg_balance -> AVG(trans.balance) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM trans.trans_date -> trans.date | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR24,challenging,regional_risk,0,gpt-4o,False,,"Generated SQL error: Execution failed on sql 'SELECT AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100) 
FROM loan 
JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12': misuse of aggregate function COUNT()","SELECT AVG(loan.default_rate) 
FROM loan 
JOIN account ON loan.account_link 
JOIN district ON account.district_link 
WHERE district.unemployment_rate_1996 > district.unemployment_rate_1995","SELECT AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100) 
FROM loan 
JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12","SELECT AVG(default_rate) FROM (SELECT district.district_id, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12 GROUP BY district.district_id)","For regions where the unemployment rate increased from 1995 to 1996, what is the average default rate of loan accounts in those regions?",1281,14722,"JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link account.district -> ON account.district_id = district.district_id | MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | DIM district.unemployment_rate_1995 -> district.A12 | DIM district.unemployment_rate_1996 -> district.A13 | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR24,challenging,regional_risk,1,gpt-4o,False,,"Generated SQL error: Execution failed on sql 'SELECT AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100)
FROM loan
JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12': misuse of aggregate function COUNT()","SELECT AVG(loan.default_rate)
FROM loan
JOIN account ON loan.account_link
JOIN district ON account.district_link
WHERE district.unemployment_rate_1996 > district.unemployment_rate_1995","SELECT AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100)
FROM loan
JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12","SELECT AVG(default_rate) FROM (SELECT district.district_id, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12 GROUP BY district.district_id)","For regions where the unemployment rate increased from 1995 to 1996, what is the average default rate of loan accounts in those regions?",1349,14722,"JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link account.district -> ON account.district_id = district.district_id | MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | DIM district.unemployment_rate_1995 -> district.A12 | DIM district.unemployment_rate_1996 -> district.A13 | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR24,challenging,regional_risk,2,gpt-4o,False,,"Generated SQL error: Execution failed on sql 'SELECT AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100)
FROM loan
JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12': misuse of aggregate function COUNT()","SELECT AVG(loan.default_rate)
FROM loan
JOIN account ON loan.account_link
JOIN district ON account.district_link
WHERE district.unemployment_rate_1996 > district.unemployment_rate_1995","SELECT AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100)
FROM loan
JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12","SELECT AVG(default_rate) FROM (SELECT district.district_id, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12 GROUP BY district.district_id)","For regions where the unemployment rate increased from 1995 to 1996, what is the average default rate of loan accounts in those regions?",1286,14722,"JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link account.district -> ON account.district_id = district.district_id | MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | DIM district.unemployment_rate_1995 -> district.A12 | DIM district.unemployment_rate_1996 -> district.A13 | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR24,challenging,regional_risk,3,gpt-4o,False,,"Generated SQL error: Execution failed on sql 'SELECT AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100)
FROM loan
JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12': misuse of aggregate function COUNT()","SELECT AVG(loan.default_rate)
FROM loan
JOIN account ON loan.account_link
JOIN district ON account.district_link
WHERE district.unemployment_rate_1996 > district.unemployment_rate_1995","SELECT AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100)
FROM loan
JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12","SELECT AVG(default_rate) FROM (SELECT district.district_id, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12 GROUP BY district.district_id)","For regions where the unemployment rate increased from 1995 to 1996, what is the average default rate of loan accounts in those regions?",1173,14722,"JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link account.district -> ON account.district_id = district.district_id | MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | DIM district.unemployment_rate_1995 -> district.A12 | DIM district.unemployment_rate_1996 -> district.A13 | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR24,challenging,regional_risk,4,gpt-4o,False,,"Generated SQL error: Execution failed on sql 'SELECT AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100)
FROM loan
JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12': misuse of aggregate function COUNT()","SELECT AVG(loan.default_rate)
FROM loan
JOIN account ON loan.account_link
JOIN district ON account.district_link
WHERE district.unemployment_rate_1996 > district.unemployment_rate_1995","SELECT AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100)
FROM loan
JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12","SELECT AVG(default_rate) FROM (SELECT district.district_id, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12 GROUP BY district.district_id)","For regions where the unemployment rate increased from 1995 to 1996, what is the average default rate of loan accounts in those regions?",1011,14722,"JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link account.district -> ON account.district_id = district.district_id | MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | DIM district.unemployment_rate_1995 -> district.A12 | DIM district.unemployment_rate_1996 -> district.A13 | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR25,challenging,loan_portfolio,0,gpt-4o,False,,"Generated SQL error: Execution failed on sql 'SELECT 
    STRFTIME('%Y', loan.date) AS year,
    (SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END)
    - LAG(SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END), 1) 
      OVER (ORDER BY STRFTIME('%Y', loan.date))) /
     LAG(SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END), 1) 
      OVER (ORDER BY STRFTIME('%Y', loan.date)) * 100 AS yoy_growth_rate
FROM loan
WHERE STRFTIME('%Y', loan.date) BETWEEN '1994' AND '1998'
GROUP BY STRFTIME('%Y', loan.date)
HAVING COUNT(loan.loan_id) > 0': misuse of aggregate function SUM()","SELECT 
    STRFTIME('%Y', loan.loan_date) AS year,
    (SUM(CASE WHEN loan.status IN ('B', 'D') THEN loan.total_amount ELSE 0 END)
    - LAG(SUM(CASE WHEN loan.status IN ('B', 'D') THEN loan.total_amount ELSE 0 END), 1) 
      OVER (ORDER BY STRFTIME('%Y', loan.loan_date))) /
     LAG(SUM(CASE WHEN loan.status IN ('B', 'D') THEN loan.total_amount ELSE 0 END), 1) 
      OVER (ORDER BY STRFTIME('%Y', loan.loan_date)) * 100 AS yoy_growth_rate
FROM loan
WHERE STRFTIME('%Y', loan.loan_date) BETWEEN '1994' AND '1998'
GROUP BY STRFTIME('%Y', loan.loan_date)
HAVING COUNT(loan.loan_id) > 0","SELECT 
    STRFTIME('%Y', loan.date) AS year,
    (SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END)
    - LAG(SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END), 1) 
      OVER (ORDER BY STRFTIME('%Y', loan.date))) /
     LAG(SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END), 1) 
      OVER (ORDER BY STRFTIME('%Y', loan.date)) * 100 AS yoy_growth_rate
FROM loan
WHERE STRFTIME('%Y', loan.date) BETWEEN '1994' AND '1998'
GROUP BY STRFTIME('%Y', loan.date)
HAVING COUNT(loan.loan_id) > 0","SELECT year, total_default_amount, LAG(total_default_amount) OVER (ORDER BY year) AS prev_year_amount, CAST(total_default_amount - LAG(total_default_amount) OVER (ORDER BY year) AS REAL) / LAG(total_default_amount) OVER (ORDER BY year) * 100 AS yoy_growth_rate FROM (SELECT STRFTIME('%Y', date) AS year, SUM(amount) AS total_default_amount FROM loan WHERE status IN ('B','D') GROUP BY year) ORDER BY year",What is the year-over-year growth rate of total defaulted loan amounts from 1994 to 1998?,2424,14717,MEASURE loan.total_amount -> SUM(loan.amount) | DIM loan.loan_date -> loan.date | DIM loan.loan_id -> loan.loan_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR25,challenging,loan_portfolio,1,gpt-4o,False,,"Generated SQL error: Execution failed on sql 'SELECT
    strftime('%Y', loan.date) AS loan_year,
    (SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END)) -
    (LAG(SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END), 1) OVER (ORDER BY strftime('%Y', loan.date))) AS yoy_growth
FROM loan
WHERE strftime('%Y', loan.date) BETWEEN '1994' AND '1998'
GROUP BY loan_year': misuse of aggregate function SUM()","SELECT
    strftime('%Y', loan.loan_date) AS loan_year,
    (SUM(CASE WHEN loan.status IN ('B', 'D') THEN loan.total_amount ELSE 0 END)) -
    (LAG(SUM(CASE WHEN loan.status IN ('B', 'D') THEN loan.total_amount ELSE 0 END), 1) OVER (ORDER BY strftime('%Y', loan.loan_date))) AS yoy_growth
FROM loan
WHERE strftime('%Y', loan.loan_date) BETWEEN '1994' AND '1998'
GROUP BY loan_year","SELECT
    strftime('%Y', loan.date) AS loan_year,
    (SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END)) -
    (LAG(SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END), 1) OVER (ORDER BY strftime('%Y', loan.date))) AS yoy_growth
FROM loan
WHERE strftime('%Y', loan.date) BETWEEN '1994' AND '1998'
GROUP BY loan_year","SELECT year, total_default_amount, LAG(total_default_amount) OVER (ORDER BY year) AS prev_year_amount, CAST(total_default_amount - LAG(total_default_amount) OVER (ORDER BY year) AS REAL) / LAG(total_default_amount) OVER (ORDER BY year) * 100 AS yoy_growth_rate FROM (SELECT STRFTIME('%Y', date) AS year, SUM(amount) AS total_default_amount FROM loan WHERE status IN ('B','D') GROUP BY year) ORDER BY year",What is the year-over-year growth rate of total defaulted loan amounts from 1994 to 1998?,1755,14717,MEASURE loan.total_amount -> SUM(loan.amount) | DIM loan.loan_date -> loan.date | DIM loan.status -> loan.status (no-op: concept name equals raw column)
